"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	" Peptides"	" PSMs"	" Unique Peptides"	" AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: A5 Mascot"	" Peptides (by Search Engine): A5 Mascot"	" Razor Peptides"	"Abundances (Grouped): F1"	"Abundances (Grouped) CV [%]: F1"	"Abundance: F1: 126, Sample, control, 1"	"Abundance: F1: 127, Sample, control, 2"	"Abundance: F1: 128, Sample, control, 3"	"Abundance: F1: 129, Sample, no_glands, 1"	"Abundance: F1: 130, Sample, no_glands, 2"	"Abundance: F1: 131, Sample, no_glands, 3"	" Protein Groups"
"6385080878731152464"	"False"	"High"	"IsMasterProtein"	"FBgn0041789"	"FBgn0041789"	"0.000"	"6.980"	"4"	"1"	"1"	"1"	"581"	"64.6"	"6.71"	"82"	"1"	"0"	"8.6"	"80.59"	"3.9"	"7.2"	"3.8"	"26.1"	"25.1"	"10.2"	"1"
"2983335183034760831"	"False"	"High"	"IsMasterProtein"	"FBgn0027865"	"FBgn0027865"	"0.000"	"6.980"	"5"	"1"	"2"	"1"	"284"	"31.8"	"5.83"	"61"	"1"	"0"	"2.1"	"23.54"	""	""	""	"2.5"	"1.8"	""	"1"
"-5321949535923299789"	"False"	"High"	"IsMasterProtein"	"FBgn0085384"	"FBgn0085384"	"0.000"	"6.980"	"5"	"3"	"3"	"3"	"755"	"84.6"	"6.33"	"77"	"3"	"0"	"195.7"	"77.36"	"111.5"	"98.6"	"89.6"	"616.6"	"412.5"	"343.5"	"1"
"7095217779993335226"	"False"	"High"	"IsMasterProtein"	"FBgn0005649"	"FBgn0005649"	"0.000"	"6.978"	"5"	"2"	"2"	"2"	"470"	"50.2"	"7.81"	"53"	"2"	"0"	"196.7"	"26.00"	"199.5"	"193.9"	"139.8"	"296.1"	"201.2"	"173.5"	"1"
"-7128160721691831993"	"False"	"High"	"IsMasterProtein"	"FBgn0013954"	"FBgn0013954"	"0.000"	"6.972"	"34"	"2"	"2"	"2"	"108"	"11.7"	"8.13"	"48"	"2"	"0"	"213.0"	"16.40"	"234.6"	"189.6"	"200.0"	"285.8"	"193.3"	"226.8"	"1"
"5938568381178530139"	"False"	"High"	"IsMasterProtein"	"FBgn0013953"	"FBgn0013953"	"0.000"	"6.971"	"3"	"2"	"2"	"2"	"654"	"70.9"	"7.71"	"67"	"2"	"0"	"47.1"	"89.85"	"23.3"	"21.3"	"20.1"	"187.3"	"95.0"	"96.1"	"1"
"-3112480975596536152"	"False"	"High"	"IsMasterProtein"	"FBgn0086907"	"FBgn0086907"	"0.000"	"6.966"	"24"	"3"	"3"	"2"	"105"	"11.4"	"9.39"	"66"	"3"	"0"	"133.8"	"11.54"	"132.1"	"127.3"	"135.6"	"152.9"	"111.2"	"151.1"	"1"
"2378917352427577799"	"False"	"High"	"IsMasterProtein"	"FBgn0003132"	"FBgn0003132"	"0.000"	"6.943"	"8"	"2"	"2"	"1"	"302"	"34.5"	"5.76"	"78"	"2"	"0"	"77.2"	"23.94"	"79.8"	"58.6"	"80.2"	"98.7"	"48.9"	"74.7"	"1"
"3085823335778821916"	"False"	"High"	"IsMasterProtein"	"FBgn0283469"	"FBgn0283469"	"0.000"	"6.938"	"5"	"3"	"3"	"3"	"442"	"49.6"	"6.96"	"83"	"3"	"0"	"75.5"	"49.85"	"66.5"	"34.9"	"30.2"	"122.9"	"99.3"	"85.8"	"1"
"-2858149843410279527"	"False"	"High"	"IsMasterProtein"	"FBgn0266420"	"FBgn0266420"	"0.000"	"6.936"	"8"	"3"	"3"	"3"	"424"	"46.6"	"9.55"	"38"	"3"	"0"	"103.4"	"87.48"	"43.5"	"49.8"	"28.1"	"365.1"	"257.8"	"214.9"	"1"
"3360626438508999806"	"False"	"High"	"IsMasterProtein"	"FBgn0040070"	"FBgn0040070"	"0.000"	"6.928"	"18"	"2"	"2"	"2"	"106"	"11.7"	"4.88"	"97"	"2"	"0"	"196.2"	"66.64"	"113.0"	"108.7"	"83.1"	"468.1"	"340.4"	"349.4"	"1"
"-6168160985117794535"	"False"	"High"	"IsMasterProtein"	"FBgn0035139"	"FBgn0035139"	"0.000"	"6.928"	"13"	"3"	"3"	"3"	"158"	"18.0"	"5.39"	"62"	"3"	"0"	"237.8"	"25.23"	"242.1"	"204.1"	"233.6"	"254.5"	"109.7"	"243.6"	"1"
"5401629496045844293"	"False"	"High"	"IsMasterProtein"	"FBgn0032160"	"FBgn0032160"	"0.000"	"6.920"	"13"	"3"	"3"	"3"	"281"	"31.0"	"9.23"	"48"	"3"	"0"	"112.0"	"81.84"	"62.3"	"38.8"	"39.5"	"336.7"	"201.4"	"207.0"	"1"
"-8294641478619040275"	"False"	"High"	"IsMasterProtein"	"FBgn0063485"	"FBgn0063485"	"0.000"	"6.919"	"5"	"3"	"3"	"3"	"657"	"74.2"	"7.88"	"53"	"3"	"0"	"74.2"	"60.65"	"60.3"	"37.1"	"40.8"	"168.4"	"140.7"	"91.4"	"1"
"944562223781629089"	"False"	"High"	"IsMasterProtein"	"FBgn0050382"	"FBgn0050382"	"0.000"	"6.899"	"11"	"3"	"3"	"3"	"244"	"27.1"	"7.66"	"76"	"3"	"0"	"129.3"	"47.29"	"239.5"	"90.4"	"86.9"	"176.7"	"235.1"	"94.7"	"1"
"4201668586671476575"	"False"	"High"	"IsMasterProtein"	"FBgn0261552"	"FBgn0261552"	"0.000"	"6.899"	"4"	"2"	"3"	"2"	"780"	"81.4"	"6.93"	"26"	"2"	"0"	"46.0"	"65.11"	"25.3"	"27.2"	"26.8"	"117.4"	"79.5"	"77.8"	"1"
"-6407684100850178246"	"False"	"High"	"IsMasterProtein"	"FBgn0043539"	"FBgn0043539"	"0.000"	"6.892"	"21"	"3"	"4"	"3"	"117"	"13.5"	"9.14"	"66"	"3"	"0"	"557.3"	"28.58"	"716.2"	"613.0"	"652.1"	"426.4"	"306.0"	"506.7"	"1"
"6059358355098387927"	"False"	"High"	"IsMasterProtein"	"FBgn0003065"	"FBgn0003065"	"0.000"	"6.886"	"10"	"2"	"5"	"2"	"188"	"17.5"	"4.89"	"186"	"2"	"0"	"450.3"	"95.19"	"110.6"	"432.0"	"107.6"	"1471.8"	"469.5"	"567.4"	"1"
"-4959603582063612215"	"False"	"High"	"IsMasterProtein"	"FBgn0031240"	"FBgn0031240"	"0.000"	"6.860"	"4"	"3"	"3"	"3"	"666"	"77.9"	"9.29"	"60"	"3"	"0"	"177.7"	"25.06"	"174.3"	"141.8"	"181.2"	"198.0"	"94.4"	"206.3"	"1"
"-5568655045725617252"	"False"	"High"	"IsMasterProtein"	"FBgn0062442"	"FBgn0062442"	"0.000"	"6.860"	"20"	"2"	"2"	"2"	"133"	"14.6"	"8.46"	"35"	"2"	"0"	"305.0"	"100.45"	"119.3"	"83.2"	"57.5"	"1376.3"	"779.5"	"782.8"	"1"
"4086695157968199994"	"False"	"High"	"IsMasterProtein"	"FBgn0036813"	"FBgn0036813"	"0.000"	"6.850"	"7"	"1"	"1"	"1"	"330"	"37.0"	"4.74"	"53"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-4208245787565567110"	"False"	"High"	"IsMasterProtein"	"FBgn0030251"	"FBgn0030251"	"0.000"	"6.845"	"4"	"2"	"2"	"2"	"592"	"63.6"	"8.88"	"77"	"2"	"0"	"221.5"	"71.78"	"106.1"	"144.6"	"80.8"	"577.5"	"339.3"	"387.4"	"1"
"-6138275868088431403"	"False"	"High"	"IsMasterProtein"	"FBgn0003034"	"FBgn0003034"	"0.000"	"6.845"	"18"	"1"	"34"	"1"	"55"	"6.4"	"10.02"	"1030"	"1"	"0"	"2438.0"	"11.42"	"2695.0"	"2400.9"	"2533.4"	"2475.7"	"2264.0"	"1907.3"	"1"
"671901218812705339"	"False"	"High"	"IsMasterProtein"	"FBgn0020369"	"FBgn0020369"	"0.000"	"6.839"	"7"	"3"	"3"	"2"	"405"	"45.8"	"8.41"	"64"	"3"	"0"	"49.2"	"49.96"	"59.1"	"16.8"	"23.8"	"73.0"	"68.1"	"41.0"	"1"
"-8254000594518535317"	"False"	"High"	"IsMasterProtein"	"FBgn0025678"	"FBgn0025678"	"0.000"	"6.833"	"5"	"2"	"2"	"2"	"433"	"46.7"	"5.69"	"67"	"2"	"0"	"48.0"	"67.09"	"28.3"	"25.8"	"26.2"	"124.8"	"92.3"	"81.3"	"1"
"-6084681558972589435"	"False"	"High"	"IsMasterProtein"	"FBgn0030796"	"FBgn0030796"	"0.000"	"6.829"	"3"	"2"	"2"	"2"	"822"	"87.5"	"5.39"	"54"	"2"	"0"	"73.1"	"74.78"	"45.4"	"30.9"	"31.9"	"205.1"	"151.8"	"117.6"	"1"
"570615504713289564"	"False"	"High"	"IsMasterProtein"	"FBgn0037995"	"FBgn0037995"	"0.000"	"6.794"	"7"	"3"	"4"	"3"	"396"	"44.6"	"5.52"	"93"	"3"	"0"	"434.3"	"30.39"	"397.6"	"340.2"	"474.4"	"505.4"	"183.9"	"475.4"	"1"
"6915870914704919491"	"False"	"High"	"IsMasterProtein"	"FBgn0031904"	"FBgn0031904"	"0.000"	"6.791"	"5"	"2"	"2"	"2"	"448"	"51.4"	"6.06"	"98"	"2"	"0"	"29.2"	"42.66"	"24.4"	"21.5"	"21.2"	"57.7"	"40.7"	"34.8"	"1"
"4098350236224923962"	"False"	"High"	"IsMasterProtein"	"FBgn0025814"	"FBgn0025814"	"0.000"	"6.780"	"13"	"2"	"3"	"2"	"152"	"16.9"	"9.99"	"55"	"2"	"0"	"469.4"	"91.98"	"227.0"	"193.2"	"129.3"	"1880.9"	"970.9"	"1255.3"	"1"
"7928742209345525938"	"False"	"High"	"IsMasterProtein"	"FBgn0038296"	"FBgn0038296"	"0.000"	"6.771"	"2"	"3"	"3"	"3"	"1332"	"150.9"	"6.71"	"47"	"3"	"0"	"69.7"	"24.33"	"70.2"	"61.8"	"72.7"	"85.2"	"37.2"	"69.3"	"1"
"-5104549195414378769"	"False"	"High"	"IsMasterProtein"	"FBgn0037845"	"FBgn0037845"	"0.000"	"6.763"	"5"	"2"	"2"	"2"	"446"	"50.3"	"6.30"	"56"	"2"	"0"	"86.6"	"48.48"	"168.3"	"108.3"	"105.2"	"71.2"	"42.2"	"61.2"	"1"
"3657016329476283386"	"False"	"High"	"IsMasterProtein"	"FBgn0032536"	"FBgn0032536"	"0.000"	"6.746"	"3"	"3"	"3"	"3"	"844"	"98.2"	"6.51"	"59"	"3"	"0"	"72.5"	"41.85"	"54.4"	"40.3"	"54.7"	"123.4"	"95.9"	"97.9"	"1"
"-5193733910002817096"	"False"	"High"	"IsMasterProtein"	"FBgn0000299"	"FBgn0000299"	"0.000"	"6.744"	"1"	"2"	"3"	"2"	"1779"	"174.2"	"8.60"	"112"	"2"	"0"	"409.1"	"99.58"	"199.6"	"79.9"	"70.7"	"1708.0"	"1290.6"	"838.5"	"1"
"8075467165761644195"	"False"	"High"	"IsMasterProtein"	"FBgn0010387"	"FBgn0010387"	"0.000"	"6.742"	"30"	"2"	"2"	"2"	"86"	"9.6"	"8.34"	"69"	"2"	"0"	"174.8"	"25.65"	"161.1"	"145.6"	"231.1"	"263.2"	"189.7"	"145.9"	"1"
"-2389136324810144189"	"False"	"High"	"IsMasterProtein"	"FBgn0034394"	"FBgn0034394"	"0.000"	"6.731"	"6"	"2"	"2"	"2"	"491"	"53.4"	"7.74"	"37"	"2"	"0"	"181.1"	"27.03"	"179.4"	"159.3"	"188.7"	"296.9"	"154.8"	"182.8"	"1"
"-3991719333280965390"	"False"	"High"	"IsMasterProtein"	"FBgn0031842"	"FBgn0031842"	"0.000"	"6.725"	"2"	"3"	"3"	"3"	"1430"	"159.0"	"4.73"	"81"	"3"	"0"	"26.9"	"90.84"	"14.8"	"5.9"	"6.7"	"88.4"	"49.0"	"52.3"	"1"
"-3685993410397685814"	"False"	"High"	"IsMasterProtein"	"FBgn0029508"	"FBgn0029508"	"0.000"	"6.716"	"9"	"2"	"3"	"2"	"226"	"25.9"	"8.13"	"119"	"2"	"0"	"44.1"	"95.47"	"22.7"	"16.8"	"21.7"	"197.9"	"85.5"	"96.3"	"1"
"2081639646036661832"	"False"	"High"	"IsMasterProtein"	"FBgn0015789"	"FBgn0015789"	"0.000"	"6.715"	"19"	"4"	"4"	"3"	"204"	"23.3"	"8.05"	"63"	"4"	"1"	"147.6"	"64.61"	"105.2"	"71.1"	"61.8"	"339.9"	"207.0"	"211.1"	"1"
"-2003921768143937999"	"False"	"High"	"IsMasterProtein"	"FBgn0031977"	"FBgn0031977"	"0.000"	"6.715"	"17"	"1"	"1"	"1"	"90"	"10.1"	"5.16"	"97"	"1"	"0"	"41.0"	"86.60"	"22.9"	"11.8"	"13.1"	"133.7"	"100.6"	"73.2"	"1"
"-1464218942932303405"	"False"	"High"	"IsMasterProtein"	"FBgn0266582"	"FBgn0266582"	"0.000"	"6.708"	"11"	"2"	"2"	"2"	"265"	"30.0"	"7.84"	"69"	"2"	"0"	"48.0"	"44.05"	"38.7"	"32.4"	"32.5"	"92.2"	"59.7"	"63.0"	"1"
"-8141586774094733717"	"False"	"High"	"IsMasterProtein"	"FBgn0011670"	"FBgn0011670"	"0.000"	"6.695"	"18"	"2"	"5"	"2"	"76"	"8.4"	"9.07"	"59"	"2"	"0"	"748.2"	"43.40"	"1181.3"	"1319.3"	"927.4"	"603.7"	"421.9"	"566.5"	"1"
"-826501448608525335"	"False"	"High"	"IsMasterProtein"	"FBgn0000533"	"FBgn0000533"	"0.000"	"6.679"	"6"	"2"	"2"	"2"	"392"	"43.1"	"6.52"	"71"	"2"	"0"	"119.5"	"34.28"	"79.0"	"128.5"	"73.0"	"178.2"	"153.0"	"111.2"	"1"
"-1457707710312989086"	"False"	"High"	"IsMasterProtein"	"FBgn0031561"	"FBgn0031561"	"0.000"	"6.676"	"27"	"2"	"2"	"2"	"82"	"8.7"	"5.92"	"83"	"2"	"0"	"425.6"	"28.51"	"481.3"	"224.6"	"376.3"	"484.6"	"307.4"	"500.4"	"1"
"315554745074416613"	"False"	"High"	"IsMasterProtein"	"FBgn0033451"	"FBgn0033451"	"0.000"	"6.673"	"16"	"4"	"4"	"4"	"340"	"38.1"	"8.54"	"0"	"4"	"0"	"238.8"	"49.63"	"189.2"	"143.7"	"143.0"	"473.1"	"301.3"	"356.8"	"1"
"-1163690626902101147"	"False"	"High"	"IsMasterProtein"	"FBgn0003391"	"FBgn0003391"	"0.000"	"6.671"	"2"	"4"	"4"	"4"	"1507"	"169.7"	"4.78"	"83"	"4"	"0"	"89.4"	"72.84"	"52.4"	"47.2"	"36.4"	"248.0"	"152.5"	"174.9"	"1"
"3900119062706423730"	"False"	"High"	"IsMasterProtein"	"FBgn0015393"	"FBgn0015393"	"0.000"	"6.662"	"15"	"2"	"2"	"2"	"127"	"13.9"	"7.09"	"93"	"2"	"0"	"28.2"	"63.36"	"20.2"	"11.1"	"19.0"	"68.5"	"50.3"	"39.2"	"1"
"-6656499203463382951"	"False"	"High"	"IsMasterProtein"	"FBgn0003462"	"FBgn0003462"	"0.000"	"6.654"	"12"	"2"	"2"	"2"	"167"	"17.4"	"6.60"	"47"	"2"	"0"	"302.5"	"20.26"	"369.9"	"303.2"	"301.9"	"438.4"	"250.9"	"299.5"	"1"
"-8035477033617496530"	"False"	"High"	"IsMasterProtein"	"FBgn0036728"	"FBgn0036728"	"0.000"	"6.653"	"26"	"3"	"3"	"3"	"89"	"10.1"	"10.08"	"81"	"3"	"0"	"457.8"	"60.81"	"305.3"	"238.4"	"296.1"	"1105.2"	"686.6"	"720.1"	"1"
"-6884671648070371283"	"False"	"High"	"IsMasterProtein"	"FBgn0027583"	"FBgn0027583"	"0.000"	"6.652"	"7"	"2"	"2"	"2"	"326"	"35.7"	"9.26"	"55"	"2"	"0"	"66.4"	"88.29"	"27.1"	"31.8"	"13.2"	"225.5"	"138.5"	"151.4"	"1"
"2663573060974369376"	"False"	"High"	"IsMasterProtein"	"FBgn0050035"	"FBgn0050035"	"0.000"	"6.652"	"3"	"3"	"3"	"2"	"857"	"95.1"	"8.31"	"78"	"3"	"1"	"225.3"	"38.08"	"204.9"	"161.7"	"147.5"	"393.1"	"247.9"	"293.5"	"1"
"8291783258066484598"	"False"	"High"	"IsMasterProtein"	"FBgn0041181"	"FBgn0041181"	"0.000"	"6.650"	"2"	"3"	"3"	"3"	"1469"	"163.8"	"6.84"	"97"	"3"	"0"	"80.1"	"78.21"	"32.8"	"46.9"	"33.7"	"240.4"	"136.8"	"168.7"	"1"
"-7464834281237013250"	"False"	"High"	"IsMasterProtein"	"FBgn0037147"	"FBgn0037147"	"0.000"	"6.641"	"5"	"3"	"3"	"3"	"533"	"61.9"	"8.92"	"54"	"3"	"0"	"351.2"	"27.80"	"329.6"	"287.3"	"383.6"	"381.6"	"154.9"	"374.2"	"1"
"-859764025669364495"	"False"	"High"	"IsMasterProtein"	"FBgn0283510"	"FBgn0283510"	"0.000"	"6.624"	"8"	"3"	"3"	"3"	"541"	"59.6"	"9.03"	"66"	"3"	"0"	"77.1"	"15.72"	"76.1"	"77.5"	"72.4"	"107.5"	"76.7"	"80.8"	"1"
"8485867753464149376"	"False"	"High"	"IsMasterProtein"	"FBgn0051874"	"FBgn0051874"	"0.000"	"6.619"	"5"	"3"	"3"	"2"	"484"	"53.3"	"5.97"	"75"	"3"	"0"	"198.5"	"28.77"	"197.6"	"151.9"	"218.9"	"199.4"	"90.0"	"230.3"	"1"
"-3829912452193897746"	"False"	"High"	"IsMasterProtein"	"FBgn0032955"	"FBgn0032955"	"0.000"	"6.598"	"4"	"1"	"1"	"1"	"554"	"63.5"	"5.74"	"72"	"1"	"0"	"18.7"	"31.06"	"15.6"	"15.1"	"18.6"	"32.2"	"18.8"	"23.4"	"1"
"-637514092664166571"	"False"	"High"	"IsMasterProtein"	"FBgn0038830"	"FBgn0038830"	"0.000"	"6.596"	"13"	"2"	"2"	"2"	"149"	"17.1"	"5.59"	"96"	"2"	"0"	"55.3"	"71.94"	"40.1"	"28.3"	"27.4"	"159.7"	"76.3"	"102.5"	"1"
"8847600536097459060"	"False"	"High"	"IsMasterProtein"	"FBgn0035424"	"FBgn0035424"	"0.000"	"6.591"	"3"	"2"	"2"	"2"	"1531"	"161.9"	"8.75"	"50"	"2"	"0"	"24.8"	"10.65"	"19.7"	"24.3"	"21.4"	"25.3"	"25.2"	"26.0"	"1"
"-2232311524802890363"	"False"	"High"	"IsMasterProtein"	"FBgn0033706"	"FBgn0033706"	"0.000"	"6.582"	"8"	"3"	"3"	"3"	"373"	"42.7"	"9.86"	"71"	"3"	"0"	"90.6"	"16.30"	"93.6"	"87.7"	"94.2"	"108.5"	"64.7"	"83.9"	"1"
"-16938119998180369"	"False"	"High"	"IsMasterProtein"	"FBgn0010350"	"FBgn0010350"	"0.000"	"6.582"	"4"	"1"	"1"	"1"	"447"	"51.5"	"7.36"	"65"	"1"	"0"	""	""	""	""	""	""	""	""	"1"
"-9216158939970203847"	"False"	"High"	"IsMasterProtein"	"FBgn0040078"	"FBgn0040078"	"0.000"	"6.580"	"5"	"2"	"2"	"2"	"456"	"50.2"	"7.34"	"56"	"2"	"0"	"14.6"	"74.87"	"8.4"	"7.1"	"10.5"	"46.0"	"31.1"	"20.4"	"1"
"-2633567831816484712"	"False"	"High"	"IsMasterProtein"	"FBgn0034471"	"FBgn0034471"	"0.000"	"6.579"	"14"	"2"	"2"	"2"	"132"	"14.2"	"8.22"	"90"	"2"	"0"	"193.8"	"98.37"	"141.8"	"212.2"	"116.8"	"221.8"	"177.0"	"862.5"	"1"
"5720574093614889711"	"False"	"High"	"IsMasterProtein"	"FBgn0033574"	"FBgn0033574"	"0.000"	"6.577"	"5"	"2"	"2"	"2"	"382"	"43.4"	"8.32"	"64"	"2"	"0"	"211.7"	"41.61"	"311.5"	"274.0"	"291.4"	"131.3"	"109.2"	"163.6"	"1"
"-4234233331289953571"	"False"	"High"	"IsMasterProtein"	"FBgn0036211"	"FBgn0036211"	"0.000"	"6.555"	"6"	"2"	"2"	"2"	"330"	"37.4"	"9.42"	"73"	"2"	"0"	"137.8"	"95.22"	"67.2"	"42.7"	"26.4"	"542.6"	"357.6"	"282.9"	"1"
"-108731139215533124"	"False"	"High"	"IsMasterProtein"	"FBgn0260972"	"FBgn0260972"	"0.000"	"6.520"	"12"	"2"	"2"	"2"	"341"	"36.4"	"5.63"	"76"	"2"	"0"	"2.8"	"7.83"	""	""	""	"2.9"	"2.6"	""	"1"
"-5307217216386537060"	"False"	"High"	"IsMasterProtein"	"FBgn0003134"	"FBgn0003134"	"0.000"	"6.518"	"7"	"2"	"2"	"1"	"327"	"37.3"	"6.67"	"58"	"2"	"1"	"176.3"	"18.12"	"188.4"	"128.1"	"167.5"	"219.9"	"154.5"	"185.5"	"1"
"-210787443004115669"	"False"	"High"	"IsMasterProtein"	"FBgn0037199"	"FBgn0037199"	"0.000"	"6.518"	"13"	"2"	"2"	"2"	"166"	"18.3"	"9.74"	"82"	"2"	"0"	"11.8"	"81.00"	"6.0"	"7.4"	"7.5"	"43.3"	"24.2"	"18.6"	"1"
"-7592266376663231372"	"False"	"High"	"IsMasterProtein"	"FBgn0031453"	"FBgn0031453"	"0.000"	"6.517"	"21"	"2"	"2"	"2"	"152"	"15.5"	"4.04"	"58"	"2"	"0"	"446.7"	"28.35"	"402.1"	"378.8"	"393.6"	"718.5"	"638.0"	"496.4"	"1"
"-1779769754209108084"	"False"	"High"	"IsMasterProtein"	"FBgn0262124"	"FBgn0262124"	"0.000"	"6.505"	"4"	"3"	"3"	"3"	"834"	"93.2"	"5.60"	"81"	"3"	"0"	"138.3"	"91.86"	"67.1"	"53.2"	"38.6"	"527.3"	"284.9"	"295.2"	"1"
"-9036659473860649453"	"False"	"High"	"IsMasterProtein"	"FBgn0034693"	"FBgn0034693"	"0.000"	"6.500"	"4"	"3"	"3"	"3"	"1056"	"111.4"	"6.33"	"55"	"3"	"0"	"70.7"	"77.57"	"15.1"	"43.5"	"17.3"	"158.3"	"114.9"	"117.7"	"1"
"-6919781719410022112"	"False"	"High"	"IsMasterProtein"	"FBgn0033028"	"FBgn0033028"	"0.000"	"6.497"	"3"	"2"	"2"	"2"	"658"	"71.7"	"8.38"	"64"	"2"	"0"	"60.8"	"91.63"	"33.6"	"18.2"	"14.0"	"212.4"	"122.0"	"110.2"	"1"
"-4179497266919517274"	"False"	"High"	"IsMasterProtein"	"FBgn0259111"	"FBgn0259111"	"0.000"	"6.495"	"2"	"2"	"2"	"2"	"1190"	"131.5"	"6.68"	"83"	"2"	"0"	"147.6"	"31.58"	"153.2"	"130.3"	"99.5"	"244.6"	"142.2"	"156.4"	"1"
"-3506694052047422092"	"False"	"High"	"IsMasterProtein"	"FBgn0027657"	"FBgn0027657"	"0.000"	"6.490"	"14"	"2"	"2"	"2"	"153"	"17.1"	"5.20"	"111"	"2"	"0"	"76.5"	"72.17"	"53.9"	"28.4"	"35.4"	"201.4"	"108.4"	"120.7"	"1"
"-4328937426617500479"	"False"	"High"	"IsMasterProtein"	"FBgn0034741"	"FBgn0034741"	"0.000"	"6.482"	"33"	"3"	"4"	"3"	"102"	"11.3"	"4.70"	"103"	"3"	"0"	"940.8"	"12.00"	"995.8"	"921.7"	"960.4"	"1117.7"	"827.8"	"815.2"	"1"
"4088786260902219227"	"False"	"High"	"IsMasterProtein"	"FBgn0051548"	"FBgn0051548"	"0.000"	"6.477"	"11"	"2"	"2"	"2"	"256"	"27.1"	"8.72"	"70"	"2"	"0"	"71.9"	"44.91"	"59.8"	"41.3"	"42.4"	"128.2"	"86.5"	"91.7"	"1"
"-3765008336676322794"	"False"	"High"	"IsMasterProtein"	"FBgn0027590"	"FBgn0027590"	"0.000"	"6.472"	"11"	"3"	"3"	"3"	"223"	"25.2"	"6.29"	"40"	"3"	"0"	"794.6"	"41.32"	"753.1"	"531.4"	"527.3"	"1470.1"	"951.0"	"838.3"	"1"
"-2665377340326097221"	"False"	"High"	"IsMasterProtein"	"FBgn0010591"	"FBgn0010591"	"0.000"	"6.469"	"6"	"3"	"3"	"3"	"545"	"60.3"	"8.46"	"48"	"3"	"0"	"44.5"	"63.28"	"33.1"	"21.1"	"20.2"	"102.4"	"67.6"	"59.8"	"1"
"5352375640015633624"	"False"	"High"	"IsMasterProtein"	"FBgn0267790"	"FBgn0267790"	"0.000"	"6.464"	"7"	"3"	"4"	"3"	"632"	"66.7"	"7.85"	"105"	"3"	"0"	"111.0"	"90.73"	"55.0"	"22.1"	"26.0"	"361.4"	"250.0"	"223.9"	"1"
"4965347161227896836"	"False"	"High"	"IsMasterProtein"	"FBgn0022893"	"FBgn0022893"	"0.000"	"6.457"	"10"	"2"	"2"	"2"	"183"	"18.8"	"4.27"	"71"	"2"	"0"	"167.4"	"75.04"	"318.8"	"73.0"	"122.5"	"228.7"	"485.9"	"74.3"	"1"
"-4433704966071854567"	"False"	"High"	"IsMasterProtein"	"FBgn0030525"	"FBgn0030525"	"0.000"	"6.456"	"6"	"2"	"2"	"2"	"392"	"44.5"	"6.47"	"64"	"2"	"0"	"82.7"	"26.35"	"83.3"	"77.4"	"87.7"	"90.1"	"36.2"	"82.1"	"1"
"-6596605622531587499"	"False"	"High"	"IsMasterProtein"	"FBgn0261058"	"FBgn0261058"	"0.000"	"6.449"	"18"	"3"	"3"	"3"	"169"	"19.7"	"9.36"	"46"	"3"	"0"	"638.2"	"18.27"	"659.2"	"617.9"	"774.1"	"682.8"	"437.7"	"569.7"	"1"
"4655643687861071938"	"False"	"High"	"IsMasterProtein"	"FBgn0033989"	"FBgn0033989"	"0.000"	"6.436"	"3"	"1"	"1"	"1"	"443"	"49.0"	"8.69"	"87"	"1"	"0"	"10.3"	"99.00"	"2.9"	"3.9"	"2.4"	"49.0"	"35.6"	"27.7"	"1"
"-8714406146345336780"	"False"	"High"	"IsMasterProtein"	"FBgn0039789"	"FBgn0039789"	"0.000"	"6.428"	"3"	"2"	"2"	"2"	"638"	"69.3"	"8.10"	"90"	"2"	"0"	"200.1"	"112.62"	"86.1"	"20.8"	"34.7"	"1129.1"	"465.1"	"575.8"	"1"
"4321518826978289191"	"False"	"High"	"IsMasterProtein"	"FBgn0029897"	"FBgn0029897"	"0.000"	"6.400"	"13"	"3"	"4"	"3"	"186"	"21.6"	"10.30"	"107"	"3"	"0"	"457.5"	"76.36"	"246.3"	"197.0"	"175.0"	"1244.8"	"1059.3"	"849.9"	"1"
"3323837351185693179"	"False"	"High"	"IsMasterProtein"	"FBgn0003261"	"FBgn0003261"	"0.000"	"6.393"	"3"	"2"	"2"	"2"	"719"	"78.5"	"9.60"	"43"	"2"	"0"	"53.2"	"86.73"	"16.7"	"23.1"	"13.1"	"163.6"	"122.3"	"124.6"	"1"
"-3352137329334174151"	"False"	"High"	"IsMasterProtein"	"FBgn0029863"	"FBgn0029863"	"0.000"	"6.392"	"9"	"3"	"3"	"3"	"295"	"34.1"	"7.33"	"90"	"3"	"0"	"44.2"	"79.44"	"24.7"	"18.6"	"17.8"	"135.0"	"79.1"	"103.8"	"1"
"-944502053930701781"	"False"	"High"	"IsMasterProtein"	"FBgn0083943"	"FBgn0083943"	"0.000"	"6.386"	"20"	"2"	"2"	"2"	"114"	"13.8"	"8.41"	"49"	"2"	"0"	"225.5"	"25.78"	"227.4"	"179.5"	"236.8"	"223.6"	"105.1"	"238.2"	"1"
