"FBgn" "gene_symbol" "chrom" "signal" "ML.omega" "tau" "tissuemax" "BURU" "OVDU" "SRU" "STU" "POU" "FBU" "WF" "FRT.WF" "Enrich" "BUR.enrich" "OVD.enrich" "SR.enrich" "ST.enrich" "PO.enrich" "FB.enrich" "FM" "SFP" "Testis" "AG" "Gut" "Carcass" "HeadAvg" "OvaryAvg" "tissuemaxME" "BUR.6" "BUR.24" "BUR.post" "OVD.6" "OVD.24" "OVD.post" "SR.6" "SR.24" "SR.post" "ST.6" "ST.24" "ST.post" "PO.6" "PO.24" "PO.post" "FB.6" "FB.24" "FB.post" "FRT.up6" "FRT.up24" "FRT.down6" "FRT.down24"
"FBgn0034938" "CG3803" "2" "No Signal" 0.0369 0.232672132753387 "NotSpec" 3.48472541094101 3.70853733406825 3.14665777149522 3.20866098803878 3.16896369925816 3.52708090470442 3.55666312853436 "Not" NA NA NA NA NA NA NA 0.322 NA 4.08746284125034 1.58496250072116 2.8073549220576 2 2.32192809488736 3.16992500144231 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034248" "CG14483" "2" "No Signal" 0.0136 0.800076155234424 "NotSpec" 6.20377940169059 5.47237941854999 5.8008411686698 5.29340562750252 4.982738072838 7.8014489984142 4.79234019433417 "Not" NA NA NA NA NA NA "FB" -0.585 NA 5.7279204545632 4.85798099512757 4.8073549220576 5 5.10852445677817 4.16992500144231 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039930" "CG11077" NA "No Signal" 0.1797 0.791036592187841 "NotSpec" 2.59370602746809 2.06250558122283 4.53164392101938 1.97495152784945 2.82773290109337 5.54133132333389 4.2296918194709 "Not" NA NA NA NA NA NA NA 0.585 NA 3.4594316186373 3.4594316186373 3.4594316186373 2 3.88264304936184 3.90689059560852 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034931" "CG2812" "2" "No Signal" 0.0271 0.70937902106803 "NotSpec" 0.714977590846057 0.625147464433432 0.926947151764372 2.16536506664118 0.851094161238928 2.5313633928873 1.56672777388255 "Not" NA NA NA NA NA NA NA -0.678 NA 3.8073549220576 5.28540221886225 2 1.58496250072116 2.16992500144231 1 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034242" "CG14480" "2" "No Signal" 0.101 0.323587947797384 "NotSpec" 4.671884081404 4.56895716029371 4.54009650927364 4.61951450962401 4.33583237608576 5.03030787828043 4.11300276432092 "Not" NA NA NA NA NA NA NA -1.17 NA 8.05528243550119 6.95419631038687 5.52356195605701 5.49185309632967 5.85174904141606 6.6724253419715 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034933" "CG3735" "2" "No Signal" 0.0969 0.335579265335242 "NotSpec" 2.03009450084848 2.64345012097049 2.43303816768995 2.36284233919717 2.8091503288877 1.05578315000784 2.80701895570492 "Not" NA NA NA NA NA NA NA 1.19 NA 2 2.58496250072116 2.32192809488736 2.58496250072116 2.32192809488736 4.78135971352466 "Ovary" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0034240" "MESR4" "2" "No Signal" 0.1935 0.553263426167224 "NotSpec" 2.36325820815464 3.37622184084823 3.03004048817273 1.98582920638964 2.89991829361786 0.8281168872342 2.21349861095106 "Not" NA NA NA NA NA NA NA 1.52 NA 1.58496250072116 2.8073549220576 2.58496250072116 3 3.32192809488736 5.39231742277876 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034245" "UQCR-6.4" "2" "No Signal" NA 0.812715100269007 "NotSpec" 7.10456959588532 6.33121365001872 6.2299332558648 5.31872071678188 5.00840967625871 8.51532754738344 5.66541609135653 "Not" NA NA NA NA NA NA "FB" -1.03 NA 3.90689059560852 4 4.32192809488736 4.90689059560852 4.06608919045777 3.64385618977472 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0034936" "Stoml2" "2" "No Signal" 0.0045 0.572544344957701 "NotSpec" 5.11013624503582 4.87703343589139 4.70242270341316 4.5904518345372 4.62407900340132 6.38908505034734 6.31614218694673 "Not" NA NA NA NA NA NA NA -0.253 NA 4.95419631038687 3.4594316186373 3 2.8073549220576 2.8073549220576 3.90689059560852 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0015396" "jumu" "3" "No Signal" 0.0778 0.944760202437076 "WF" 0.55267399720689 1.73192565006023 1.83935034535414 2.2261187566199 0.551410398892581 0.431865057127514 4.94250392193626 "Not" NA NA NA NA NA NA NA 3.62 NA 2 1.58496250072116 2.32192809488736 2.32192809488736 1.90689059560852 6.4093909361377 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0015391" "glu" "2" "No Signal" 0.0639 0.868662387861073 "NotSpec" 1.40198529511183 2.13722432463967 1.82783815012526 1.37992526173719 1.84201940739243 0.238048383718821 4.01576352458364 "Not" NA NA NA NA NA NA NA 3.37 NA 2.32192809488736 2.32192809488736 2.32192809488736 2.8073549220576 1.90689059560852 6.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0015393" NA "2" "No Signal" 0.001 0.867768453942918 "NotSpec" 3.28822641523348 4.16931950511041 3.52759010793908 4.80439915114622 3.76722104767409 6.55292373576101 7.73935780149973 "Not" NA NA NA NA NA NA NA 4.52 NA 3.4594316186373 3.8073549220576 4.4594316186373 3.90689059560852 2.95419631038688 6.67948009950545 "Ovary" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0038007" "Cyp313a3" "3" "No Signal" NA 0.897082405300069 "NotSpec" 7.37970919470978 5.14671697768186 3.18758848566398 5.80125821121055 2.56572358491101 0 0 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA 0 NA 0 0 0 0 0 0 "NoData" "Down" NA "Transient Down" NA NA NA NA NA NA "Down" NA "Transient Down" NA NA NA NA NA NA 0 0 2 0
"FBgn0032361" "CG6488" "2" "No Signal" 0.031 0.442398534849939 "NotSpec" 3.78357693276145 3.63378571157887 3.53814703872893 4.59529651196031 4.32224140113759 3.94019275750495 3.37442023090121 "Not" NA NA NA NA NA NA NA 0 NA 3.16992500144231 3.90689059560852 2.58496250072116 2 2.75488750216347 2.8073549220576 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033607" "CG9062" "2" "No Signal" 0.0125 0.685194995131235 "NotSpec" 3.39917660128068 3.85242107833715 3.54588206393637 3.92706540209578 3.92732914958394 2.60007995121933 5.19209443111013 "Not" NA NA NA NA NA NA NA 1.32 NA 4.64385618977472 3.16992500144231 3 2.58496250072116 2.75488750216347 5.75488750216347 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0030630" "CG12608" "X" "No Signal" NA 0.469045236339654 "NotSpec" 3.25157474450813 3.81312365766302 3.57277849656069 4.88296329253694 4.71270160436093 3.97962749092426 5.03115984382943 "Not" NA NA NA NA NA NA NA 1.52 NA 4.08746284125034 4.52356195605701 4.08746284125034 4.08746284125034 4.32192809488736 5.35755200461808 "Ovary" "Up" NA "Transient Up" NA NA NA "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA 2 0 0 0
"FBgn0030631" "CG6227" "X" "No Signal" 0.0633 0.846296891494128 "NotSpec" 3.10235837414198 3.17508835680084 3.16614024078778 4.01626177657357 3.6560832868687 3.1470897252656 6.0035047239158 "Not" NA NA NA NA NA NA NA 2 NA 2.32192809488736 2.8073549220576 2.58496250072116 2.58496250072116 2.52356195605701 4.97727992349992 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033581" "CG12391" "2" "No Signal" 0.1253 0.72052291902896 "NotSpec" 3.80258371710267 3.9929561224702 3.58904883799172 3.73928929342667 3.64687980447861 2.44273938625383 5.36076253732301 "Not" NA NA NA NA NA NA NA 2.32 NA 2 3.4594316186373 3.58496250072116 3.70043971814109 3.90689059560852 6.89481776330794 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0036063" "CG6674" "3" "No Signal" 0.0816 0.526391578777818 "NotSpec" 3.70596681786652 3.42502959676131 3.25984703283595 3.20506287388892 2.93642606482046 4.40631775252206 3.71900786222707 "Not" NA NA NA NA NA NA NA -0.485 NA 5.85798099512757 3.4594316186373 2.32192809488736 2 2.85798099512757 3.52356195605701 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039844" "CG1607" "3" "No Signal" 0.0416 0.668297072997102 "NotSpec" 1.49582947038997 1.75989613989201 3.77197774583152 1.62371302135571 2.98323869422039 3.64180018318349 0.603528029202328 "Higher" NA NA NA "SR" "ST" "PO" "FB" -1.14 NA 0 1 2 3.4594316186373 4.76818432477693 0 "Head" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 1 0 0 0
"FBgn0035158" "CG13895" "3" "No Signal" 0.102 0.450835562737233 "NotSpec" 2.65795884088464 2.17919202963345 2.78904997880292 2.26727740109784 2.16678815357666 1.45857238864862 1.37072271736115 "Not" NA NA NA NA NA NA NA 0.485 NA 1.58496250072116 2.58496250072116 3.58496250072116 3.32192809488736 4.3037807481771 3.95419631038688 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0284408" "trol" "X" "Signal" 0.1477 0.76752885305635 "NotSpec" 8.16308647593473 7.32370539497428 7.69448151293877 3.06596860540487 4.06991023637225 1.03970076434543 3.30029503783678 "Higher" "Epithelial" "BUR" "OVD" "SR" NA NA NA -0.193 NA 1.58496250072116 3 3.8073549220576 3.90689059560852 4.70043971814109 3.16992500144231 "Head" NA NA NA NA NA NA NA NA NA NA "Up" "Persist Up" NA NA NA NA NA NA 0 1 0 0
"FBgn0267165" "lncRNA:CR45605" "X" "No Signal" NA 0.836137446472398 "NotSpec" 0.780838647779997 0.941539667778313 0.153892624760294 0 0.0296753073681264 0.0753401077328415 0 "Higher" NA NA "OVD" NA NA NA NA 0 NA 0 0 0 0 0 0 "NoData" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0010452" "trn" "3" "Signal" NA 0.703495228674705 "NotSpec" 1.16724896101947 1.91206265237009 2.16209502563892 3.27523428407449 3.13611374906877 0 0.224303166007609 "Higher" NA NA "OVD" "SR" "ST" "PO" NA -0.737 NA 1 2 1.58496250072116 1.58496250072116 3.85798099512757 1.32192809488736 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0040334" "Tsp3A" "X" "No Signal" 0.0502 0.604659996323807 "NotSpec" 2.16801155654023 2.17156267747307 2.13542681102252 2.30890259231948 2.03972786664313 3.69464529964415 3.57062320341731 "Not" NA NA NA NA NA NA NA 1.17 NA 1 1 2 2 2.52356195605701 3.58496250072116 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0040336" "Seipin" "X" "Signal" 0.0424 0.823591078933496 "NotSpec" 2.72790924745822 2.47886970861739 2.80762054510522 2.87419064012052 2.73458418675817 5.99892517325422 5.30172264805766 "Not" NA NA NA NA NA NA NA 0.885 NA 1 1.58496250072116 4.16992500144231 2 1.8073549220576 4.12928301694497 "Gut" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0040337" "CG3021" "X" "No Signal" 0.0826 0.580321970477603 "NotSpec" 4.97809136415097 4.45764273263659 4.50733841536189 4.8878974452307 4.5855454793482 6.15828188666402 5.74079147626131 "Not" NA NA NA NA NA NA NA 0.28 NA 6.08746284125034 4.16992500144231 2.32192809488736 2 2.16992500144231 3.8073549220576 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032986" "CG3262" "2" "No Signal" 0.2218 0.242992621206531 "NotSpec" 4.65191626694457 4.51923488351041 4.82470359411248 4.89687474195463 4.61866039467897 4.64032819869543 3.44102295927594 "Not" NA NA NA NA NA NA NA 0 NA 2 2 2 2 3.04439411935845 2.4594316186373 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032987" "RpL21" "2" "No Signal" 0.0112 0.860426526472153 "NotSpec" 10.9633412113578 10.0615486279003 10.2208391778562 10.782520598373 11.0829182909886 13.4630117558496 10.3132594394607 "Not" NA NA NA NA NA NA "FB" 1.53 NA 9.07681559705083 10.2550285698187 9.65642486327778 9.61838550225861 9.60177078840771 10.2342186782385 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004369" "Ptp99A" "3" "Signal" 0.0418 0.736323060022874 "NotSpec" 6.54310160127841 5.16245909160771 6.28922487894965 3.57249770987759 3.85234013978538 1.04998438602429 3.25103743983571 "Higher" NA "BUR" NA "SR" NA NA NA 0.263 NA 1 4 4.24792751344359 4.64385618977472 5.56224242422107 5.61470984411521 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0004367" "mei-41" "X" "No Signal" 0.1 0.855214066863123 "NotSpec" 0.854785243502091 1.28693341195918 1.01113057153931 1.8549539888266 1.81521172962828 0.906908534299208 3.54564463936622 "Not" NA NA NA NA NA NA NA 2.17 NA 1.58496250072116 1 0 0 0 3 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004364" "18w" "2" "Signal" 0.015 0.834029402914634 "NotSpec" 2.34526955275873 2.43536273671358 5.0755166902118 3.42772983463689 3.18267342688504 2.45096698348442 1.47705137722503 "Higher" NA NA NA "SR" "ST" "PO" NA -0.29 NA 1 1.58496250072116 1.58496250072116 3.32192809488736 3.8073549220576 2 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004363" "porin" "2" "No Signal" 0.0014 0.696195438645025 "NotSpec" 9.89071226237123 9.64189381133715 9.20740718235004 8.66509027856931 8.37173262114352 11.046447927922 9.61274690819669 "Not" NA NA NA NA NA NA NA 0.0411 NA 7.66533591718518 7.12928301694497 7.58496250072116 7.8073549220576 7.43045255166553 8.35755200461808 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004362" "HmgD" "2" "No Signal" 0.0287 0.885298851583015 "NotSpec" 5.51733433347066 6.04113106352039 5.7465628797477 5.23112720265674 5.13395268284873 4.46891416770898 8.53258389527643 "Not" NA NA NA NA NA NA NA 3.58 NA 5.61470984411521 5.93073733756289 6.20945336562895 6.14974711950468 5.89481776330794 10.0660891904578 "Ovary" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0032988" "Tif-IA" "2" "No Signal" 0.1196 0.269385498347054 "NotSpec" 4.54297514266352 4.85050565663555 4.39785311481267 5.17673776318243 4.94694650683855 4.87670151760005 4.73932038745529 "Not" NA NA NA NA NA NA NA 2.09 NA 3 2.8073549220576 2.8073549220576 2.58496250072116 2.4594316186373 4.93073733756289 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004360" "Wnt2" "2" "Signal" 0.0251 0.843530180851605 "NotSpec" 6.35048196932896 2.32936739924348 5.69019551907847 4.29017146244236 1.60288176695643 0.102842918030461 0.415891743267219 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA -1.58 NA 3.70043971814109 1.58496250072116 0 1 0 0 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0033315" "beta3GalTII" "2" "Signal" 0.1471 0.816370400712954 "NotSpec" 2.45475051241953 2.32389707696113 2.21499400638859 2.33142703080374 1.99044839513692 3.09872225118048 4.65753367920711 "Not" NA NA NA NA NA NA NA 1.91 NA 2.32192809488736 1.58496250072116 1.58496250072116 1.58496250072116 1.70043971814109 3.08746284125034 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037956" "CG6959" "3" "Signal" 0.0573 0.678386924978432 "NotSpec" 5.30640791459336 4.61895823833791 4.13174076043018 2.79224547961131 4.18319397113423 2.48615902263472 2.9322932255165 "Higher" NA "BUR" NA NA NA NA NA -0.848 NA 2.32192809488736 3.70043971814109 2.32192809488736 3.8073549220576 3.93073733756289 1.32192809488736 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0036512" "CG16979" "3" "No Signal" 0.0808 0.362764342685847 "NotSpec" 3.71575407279795 4.1364547667179 3.92659337578199 4.8256740240238 4.67844371828653 4.1733942255013 4.3935591157184 "Not" NA NA NA NA NA NA NA -1.63 NA 6.59991284218713 4 2.32192809488736 2.32192809488736 2.08746284125034 3.24792751344359 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0033317" "CG8635" "2" "No Signal" 0.0228 0.664786294679084 "NotSpec" 5.19364518401944 5.01626465525712 4.88105705026479 5.87715665922096 5.51375756127298 7.47805484721661 7.31905606553343 "Not" NA NA NA NA NA NA NA 1.21 NA 6.79441586635011 6.20945336562895 5.12928301694497 4.95419631038687 4.35755200461808 6.53915881110803 "Testis" "Up" NA "Transient Up" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 0 0 0
"FBgn0033312" "CG8642" "2" "Signal" NA 0.950557357791762 "SR" 0.229860033306742 0.555373471181066 2.0558494173965 0.0843142878140055 0.14331323744402 0 0.176210652342461 "Higher" NA NA NA "SR" NA NA NA 0 NA 0 0 0 1 1.4594316186373 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032189" "Ripalpha" "2" "No Signal" 0.0711 0.584459935543632 "NotSpec" 1.92858599034811 2.72384639223428 1.78386430147473 1.36784931414804 1.66952479371297 0.869346261364144 2.36143656904898 "Not" NA NA NA NA NA NA NA 1.49 NA 4 3.32192809488736 3 3.8073549220576 3.20945336562895 6.72109918870718 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032187" "CG4839" "2" "No Signal" 0.0924 0.948299162279649 "SR" 1.84963301662988 1.88039465591946 5.89528490273036 3.09728062860639 2.44666693089703 0 0.893390072856038 "Higher" NA NA NA "SR" "ST" "PO" NA -0.737 NA 1 3.16992500144231 3 1 0 0 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037637" "IscU" "3" "No Signal" 0.0182 0.453499519136041 "NotSpec" 7.30023805338544 6.88921720771856 6.25826684404982 6.16614784575204 5.96113658254051 7.30674937346251 5.13182966175459 "Higher" NA "BUR" NA NA NA NA NA -1.46 NA 7.02236781302845 6.28540221886225 6.71424551766612 8.14465824283188 7.61102479730735 5.62935662007961 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Down" NA "Transient Down" 0 0 0 0
"FBgn0028550" "Atf3" "X" "No Signal" NA 0.71460628400947 "NotSpec" 5.11097459483283 4.89299342407905 3.87800150154615 1.97422641753735 3.59631348415471 0.780551099625409 0.387117363323501 "Higher" NA "BUR" "OVD" "SR" NA "PO" NA -1 NA 1 3.16992500144231 4.4594316186373 4.70043971814109 4.52356195605701 2 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037636" NA NA "No Signal" 0.0704 0.59047601409436 "NotSpec" 5.89405916958268 5.05585905863608 4.90244484341742 4.46686502724925 4.61823772976647 4.44322503175642 4.17530116963149 "Not" NA NA NA NA NA NA NA 1.5 NA 3.32192809488736 6.08746284125034 7.12928301694497 7.14974711950468 7.39660478118186 9.07681559705083 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0037327" "PEK" "3" "Signal" 0.1366 0.39562780036207 "NotSpec" 3.81562113973788 4.19979036864647 3.69393012858076 4.38616549114306 4.44257052903928 2.02538378763853 4.6293792501757 "Not" NA NA NA NA NA NA NA 1.47 NA 2.58496250072116 2.8073549220576 3.4594316186373 2.8073549220576 3.12928301694497 5.55458885167764 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039870" "CG1896" "3" "No Signal" 0.3012 0.539044541611363 "NotSpec" 3.3623680180691 3.46674665751329 3.61709872342264 3.47401868200679 3.48451025876953 4.09452938802424 4.6567567106143 "Not" NA NA NA NA NA NA NA 1.81 NA 3 4.52356195605701 2.58496250072116 3.16992500144231 3.32192809488736 5.84549005094437 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0028484" "Ack" "3" "No Signal" 0.0549 0.494731940146933 "NotSpec" 5.21561004388115 5.07488845615465 4.67027937357912 4.40561130264768 4.25872605332223 3.96004601520397 5.62157151310521 "Not" NA NA NA NA NA NA NA -0.628 NA 6.20945336562895 3.90689059560852 2.32192809488736 2.8073549220576 3.61470984411521 4.32192809488736 "Testis" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0028487" "f-cup" "3" "No Signal" 0.154 0.336356587372244 "NotSpec" 4.38204529546271 4.51556190105619 4.15218670385362 4.14699618306939 3.94132406364306 3.18129924246242 3.62219223687861 "Not" NA NA NA NA NA NA NA -2.87 NA 6.90689059560852 5.24792751344359 3.32192809488736 3.4594316186373 4.12928301694497 3.85798099512757 "Testis" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0028480" "CG17841" "X" "No Signal" 0.0938 0.813618495625332 "NotSpec" 7.72333440088527 8.43087153030593 7.31448456458942 6.8723508343046 7.25469065473842 9.88476421532291 6.25965716552511 "Higher" NA NA "OVD" NA NA NA "FB" -0.692 NA 4 6.39231742277876 6.24792751344359 7.2667865406949 7.32867492732795 5.37503943134692 "Head" "Down" NA "Transient Down" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 1 0
"FBgn0028482" "bdl" "2" "Signal" 0.0441 0.792139568780684 "NotSpec" 4.13134124494241 1.97081080548194 2.53274783164111 1.93112834024716 1.77256063099388 0.117460213462401 3.10228447192259 "Not" NA NA NA NA NA NA NA -2.29 NA 1.58496250072116 1 1 3.16992500144231 6.11894107272351 0.584962500721156 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0031432" "Cyp309a1" "2" "No Signal" NA 0.95859610331478 "FB" 0.705209484991296 0.898076870538377 1.39148588965741 1.51324443228249 1.728236393246 5.69395699086956 2.66140498626072 "Not" NA NA NA NA NA NA "FB" -1.49 NA 2 1 4.95419631038687 2 2.16992500144231 0 "Gut" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0267508" "28SrRNA-Psi:CR45848" NA "No Signal" NA 0.619872463070169 "NotSpec" 2.51113808767097 2.33168764450962 2.1242157210545 2.28152056489676 2.58845015781891 3.44565431780919 1.37767199284693 "Not" NA NA NA NA NA NA NA 1 NA 0 1.58496250072116 0 0 0.584962500721156 0 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0032363" "Dlg5" "2" "No Signal" 0.0368 0.365155364012722 "NotSpec" 4.269676337037 4.49476015781508 4.43260184346349 3.902492631494 4.57171736164294 0.842847649823058 3.65495704647974 "Not" NA NA NA NA NA NA NA 1.13 NA 2 2.32192809488736 2.58496250072116 2.58496250072116 2.4594316186373 4.24792751344359 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0039846" "PNPase" "3" "No Signal" 0.0222 0.647775929732033 "NotSpec" 2.36562385941032 2.23209234780908 2.50471654308418 2.83890541095772 2.66733390931609 2.56269065214882 3.87727327112349 "Not" NA NA NA NA NA NA NA 1.36 NA 2.32192809488736 2 2.32192809488736 2.32192809488736 1.70043971814109 3.95419631038688 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004583" "ex" "2" "No Signal" 0.0808 0.70210769381419 "NotSpec" 2.3112637817526 4.76288703756043 3.58775411034979 3.09559581613598 4.6173480708175 0.307107234722567 0.508925363342908 "Higher" NA NA "OVD" "SR" "ST" "PO" NA -0.222 NA 1 2.58496250072116 3 3.58496250072116 2.85798099512757 2.16992500144231 "Carcass" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0064237" "Idgf5" "2" "Signal" 0.1569 0.962718113075533 "FB" 2.29255044338136 2.81280141351858 3.59064347250674 3.80459838985031 4.32729447765385 8.03445777347661 2.67911758175077 "Not" NA NA NA NA NA NA "FB" -0.621 NA 1 1 1 3.8073549220576 4.12928301694497 0 "Head" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0004584" "Rrp1" "2" "No Signal" 0.2629 0.962888943964511 "WF" 1.05524828261926 1.6687460517051 2.08603360488161 1.05263239756654 1.54171319589051 2.129342422989 5.87708585638051 "Not" NA NA NA NA NA NA NA 1.87 NA 4.52356195605701 4 2.8073549220576 3.16992500144231 2.39231742277876 6.58496250072116 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0086655" "jing" "2" "No Signal" 0.134 0.85244196879423 "NotSpec" 1.2992980642053 1.89921081190114 1.37704011918439 1.69212876279986 1.93222506360822 0.330275998268821 3.75810650776712 "Not" NA NA NA NA NA NA NA 1.46 NA 1 1.58496250072116 1.58496250072116 1.58496250072116 2.58496250072116 4.12928301694497 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0086657" "IKKepsilon" "2" "No Signal" 0.0156 0.376012668339598 "NotSpec" 2.94078232764136 3.34442113586721 3.53406034440176 3.77445233779037 3.93717506991669 2.29567005544157 3.53514704585764 "Not" NA NA NA NA NA NA NA 1.44 NA 2.8073549220576 2.32192809488736 2.58496250072116 2.32192809488736 2.32192809488736 4.39231742277876 "Ovary" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 0 0
"FBgn0086656" "shrb" "2" "No Signal" 0.0224 0.472489458317204 "NotSpec" 6.45543901818884 6.76418009828828 6.40462930777433 5.85386209398325 6.29363465273963 4.70502432871904 3.58858209310475 "Higher" "allFRT" "BUR" "OVD" "SR" "ST" "PO" NA 0 NA 6.18982455888002 7.20945336562895 6.5077946401987 6.55458885167764 6.6724253419715 7.05528243550119 "AG" NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "Up" NA "Transient Up" 0 0 0 0
